Unnamed: 0,num_caso,edad_credit,retrasos_max,comp_interno1,Otorgar,woe_num_caso,woe_edad_credit,woe_retrasos_max,woe_comp_interno1
4824,9641,58.0,1.0,1013.1712259371834,1.0,-0.37477782310952135,-6.067280464720442,-0.5589118143374256,0.058246421411260574
36601,72506,19.0,1.0,0.0,1.0,-0.799700234677283,0.22549240655146807,-0.5589118143374256,0.058246421411260574
32958,65378,23.0,1.0,0.0,1.0,-0.5101014642557478,0.22549240655146807,-0.5589118143374256,0.058246421411260574
44982,89344,7.0,1.0,1418.4397163120568,1.0,0.3073434329817868,-6.067280464720442,-0.5589118143374256,0.21067106928159074
10690,21319,48.0,1.0,0.0,1.0,-0.37477782310952135,-6.067280464720442,-0.5589118143374256,0.058246421411260574
25903,51451,34.0,1.0,0.0,1.0,-0.37477782310952135,-6.067280464720442,-0.5589118143374256,0.058246421411260574
27085,53739,32.0,1.0,810.5369807497467,1.0,-0.37477782310952135,-6.067280464720442,-0.5589118143374256,0.058246421411260574
46247,91848,6.0,0.0,0.0,1.0,0.3073434329817868,-6.067280464720442,0.9797405895179709,0.058246421411260574
1133,2302,29.0,1.0,2026.3424518743668,1.0,-0.37477782310952135,-6.067280464720442,-0.5589118143374256,0.46290754060618555
39359,78178,10.0,1.0,0.0,1.0,-0.799700234677283,-0.07779259348795886,-0.5589118143374256,0.058246421411260574
5960,11933,57.0,1.0,0.0,1.0,-0.37477782310952135,-6.067280464720442,-0.5589118143374256,0.058246421411260574
8725,17485,44.0,1.0,0.0,1.0,-0.37477782310952135,-6.067280464720442,-0.5589118143374256,0.058246421411260574
31298,62034,10.0,0.0,0.0,1.0,-0.5101014642557478,-0.07779259348795886,0.9797405895179709,0.058246421411260574
23874,47566,36.0,1.0,1215.80547112462,1.0,-0.37477782310952135,-6.067280464720442,-0.5589118143374256,0.058246421411260574
32714,64838,24.0,1.0,0.0,1.0,-0.5101014642557478,0.0559143455251494,-0.5589118143374256,0.058246421411260574
17234,34458,44.0,1.0,1114.4883485309017,1.0,-0.37477782310952135,-6.067280464720442,-0.5589118143374256,0.058246421411260574
35626,70547,14.0,1.0,0.0,1.0,-0.6413575430431178,2.5185816411112585,-0.5589118143374256,0.058246421411260574
1490,3038,49.0,1.0,10131.712259371834,1.0,-0.37477782310952135,-6.067280464720442,-0.5589118143374256,-4.222405701947002
2055,4193,62.0,1.0,1519.756838905775,1.0,-0.37477782310952135,-6.067280464720442,-0.5589118143374256,0.21067106928159074
34604,68573,20.0,1.0,0.0,1.0,-0.6413575430431178,0.22549240655146807,-0.5589118143374256,0.058246421411260574
25942,51530,31.0,1.0,0.0,1.0,-0.37477782310952135,-6.067280464720442,-0.5589118143374256,0.058246421411260574
43230,85937,8.0,2.0,0.0,1.0,-0.7329563736282698,-2.0598720886909025,-0.5589118143374256,0.058246421411260574
37086,73535,18.0,1.0,0.0,1.0,-0.799700234677283,0.0559143455251494,-0.5589118143374256,0.058246421411260574
11396,22798,41.0,1.0,1894.630192502533,1.0,-0.37477782310952135,-6.067280464720442,-0.5589118143374256,0.21067106928159074
7040,14084,23.0,1.0,1013.1712259371834,1.0,-0.37477782310952135,0.22549240655146807,-0.5589118143374256,0.058246421411260574
31865,63149,25.0,0.0,0.0,1.0,-0.5101014642557478,2.5185816411112585,0.9797405895179709,0.058246421411260574
8853,17736,52.0,1.0,0.0,1.0,-0.37477782310952135,-6.067280464720442,-0.5589118143374256,0.058246421411260574
47506,94461,4.0,0.0,8105.369807497467,1.0,2.194536928692134,-6.067280464720442,0.9797405895179709,-4.222405701947002
15623,31282,45.0,1.0,1013.1712259371834,1.0,-0.37477782310952135,-6.067280464720442,-0.5589118143374256,0.058246421411260574
20409,40658,17.0,0.0,2026.3424518743668,1.0,-0.37477782310952135,0.5691545598349159,0.9797405895179709,0.46290754060618555
12934,25861,50.0,1.0,0.0,1.0,-0.37477782310952135,-6.067280464720442,-0.5589118143374256,0.058246421411260574
37043,73435,16.0,1.0,1519.756838905775,1.0,-0.799700234677283,0.5691545598349159,-0.5589118143374256,0.21067106928159074
45026,89430,7.0,1.0,0.0,1.0,0.3073434329817868,-6.067280464720442,-0.5589118143374256,0.058246421411260574
23019,45838,36.0,1.0,0.0,1.0,-0.37477782310952135,-6.067280464720442,-0.5589118143374256,0.058246421411260574
2164,4416,64.0,1.0,0.0,1.0,-0.37477782310952135,-6.067280464720442,-0.5589118143374256,0.058246421411260574
31720,62867,24.0,3.0,0.0,1.0,-0.5101014642557478,0.0559143455251494,-0.5589118143374256,0.058246421411260574
39046,77543,15.0,1.0,0.0,1.0,-0.799700234677283,0.5691545598349159,-0.5589118143374256,0.058246421411260574
44051,87562,8.0,0.0,0.0,1.0,-0.7329563736282698,-2.0598720886909025,0.9797405895179709,0.058246421411260574
12742,25490,4.0,0.0,3546.099290780142,1.0,-0.37477782310952135,-6.067280464720442,0.9797405895179709,-4.222405701947002
15497,31029,29.0,1.0,0.0,1.0,-0.37477782310952135,-6.067280464720442,-0.5589118143374256,0.058246421411260574
45929,91238,6.0,0.0,0.0,1.0,0.3073434329817868,-6.067280464720442,0.9797405895179709,0.058246421411260574
38306,76005,10.0,0.0,861.1955420466059,1.0,-0.799700234677283,-0.07779259348795886,0.9797405895179709,0.058246421411260574
27561,54679,15.0,1.0,0.0,1.0,-0.37477782310952135,0.5691545598349159,-0.5589118143374256,0.058246421411260574
15811,31673,23.0,1.0,810.5369807497467,1.0,-0.37477782310952135,0.22549240655146807,-0.5589118143374256,0.058246421411260574
48711,97242,2.0,0.0,0.0,1.0,2.194536928692134,-6.067280464720442,0.9797405895179709,0.058246421411260574
15649,31346,24.0,0.0,597.7710233029381,1.0,-0.37477782310952135,0.0559143455251494,0.9797405895179709,0.058246421411260574
31606,62627,25.0,2.0,0.0,1.0,-0.5101014642557478,2.5185816411112585,-0.5589118143374256,0.058246421411260574
3771,7610,60.0,3.0,1519.756838905775,1.0,-0.37477782310952135,-6.067280464720442,-0.5589118143374256,0.21067106928159074
47830,95170,3.0,0.0,4052.6849037487336,1.0,2.194536928692134,-2.0598720886909025,0.9797405895179709,-4.222405701947002
19692,39249,5.0,1.0,2532.9280648429585,1.0,-0.37477782310952135,-2.0598720886909025,-0.5589118143374256,0.46290754060618555
20796,41406,5.0,0.0,0.0,1.0,-0.37477782310952135,-2.0598720886909025,0.9797405895179709,0.058246421411260574
43780,86992,8.0,0.0,0.0,1.0,-0.7329563736282698,-2.0598720886909025,0.9797405895179709,0.058246421411260574
31908,63223,22.0,1.0,0.0,1.0,-0.5101014642557478,0.0559143455251494,-0.5589118143374256,0.058246421411260574
13740,27494,14.0,1.0,0.0,1.0,-0.37477782310952135,2.5185816411112585,-0.5589118143374256,0.058246421411260574
29480,58504,29.0,1.0,0.0,1.0,-0.5101014642557478,-6.067280464720442,-0.5589118143374256,0.058246421411260574
9705,19425,52.0,1.0,0.0,1.0,-0.37477782310952135,-6.067280464720442,-0.5589118143374256,0.058246421411260574
25603,50875,35.0,1.0,810.5369807497467,1.0,-0.37477782310952135,-6.067280464720442,-0.5589118143374256,0.058246421411260574
9823,19666,42.0,9.0,810.5369807497467,1.0,-0.37477782310952135,-6.067280464720442,-0.5589118143374256,0.058246421411260574
17896,35742,42.0,1.0,506.5856129685917,1.0,-0.37477782310952135,-6.067280464720442,-0.5589118143374256,0.058246421411260574
20186,40224,8.0,0.0,0.0,1.0,-0.37477782310952135,-2.0598720886909025,0.9797405895179709,0.058246421411260574
20804,41416,21.0,1.0,0.0,1.0,-0.37477782310952135,-0.07779259348795886,-0.5589118143374256,0.058246421411260574
48266,96212,3.0,0.0,0.0,1.0,2.194536928692134,-2.0598720886909025,0.9797405895179709,0.058246421411260574
11324,22648,45.0,9.0,0.0,1.0,-0.37477782310952135,-6.067280464720442,-0.5589118143374256,0.058246421411260574
49948,98671,0.0,0.0,0.0,0.0,2.194536928692134,2.5185816411112585,0.9797405895179709,0.058246421411260574
2710,5457,20.0,1.0,0.0,1.0,-0.37477782310952135,0.22549240655146807,-0.5589118143374256,0.058246421411260574
27021,53623,33.0,1.0,0.0,1.0,-0.37477782310952135,-6.067280464720442,-0.5589118143374256,0.058246421411260574
29123,57847,30.0,1.0,1519.756838905775,1.0,-0.5101014642557478,-6.067280464720442,-0.5589118143374256,0.21067106928159074
17240,34465,39.0,1.0,1519.756838905775,1.0,-0.37477782310952135,-6.067280464720442,-0.5589118143374256,0.21067106928159074
7145,14287,44.0,1.0,0.0,1.0,-0.37477782310952135,-6.067280464720442,-0.5589118143374256,0.058246421411260574
9537,19081,48.0,1.0,0.0,1.0,-0.37477782310952135,-6.067280464720442,-0.5589118143374256,0.058246421411260574
37145,73649,18.0,1.0,506.5856129685917,1.0,-0.799700234677283,0.0559143455251494,-0.5589118143374256,0.058246421411260574
12319,24627,28.0,1.0,6079.0273556231,1.0,-0.37477782310952135,-2.0598720886909025,-0.5589118143374256,-4.222405701947002
19516,38880,42.0,1.0,0.0,1.0,-0.37477782310952135,-6.067280464720442,-0.5589118143374256,0.058246421411260574
36368,72027,19.0,1.0,759.8784194528876,1.0,-0.6413575430431178,0.22549240655146807,-0.5589118143374256,0.058246421411260574
45652,90701,6.0,1.0,0.0,1.0,0.3073434329817868,-6.067280464720442,-0.5589118143374256,0.058246421411260574
23301,46419,36.0,1.0,0.0,1.0,-0.37477782310952135,-6.067280464720442,-0.5589118143374256,0.058246421411260574
12090,24173,49.0,1.0,962.5126646403244,1.0,-0.37477782310952135,-6.067280464720442,-0.5589118143374256,0.058246421411260574
27115,53804,28.0,1.0,0.0,1.0,-0.37477782310952135,-2.0598720886909025,-0.5589118143374256,0.058246421411260574
15991,32045,45.0,1.0,0.0,1.0,-0.37477782310952135,-6.067280464720442,-0.5589118143374256,0.058246421411260574
27170,53903,31.0,1.0,0.0,1.0,-0.37477782310952135,-6.067280464720442,-0.5589118143374256,0.058246421411260574
7971,15923,56.0,7.0,3546.099290780142,1.0,-0.37477782310952135,-6.067280464720442,-0.5589118143374256,-4.222405701947002
12322,24633,51.0,1.0,0.0,1.0,-0.37477782310952135,-6.067280464720442,-0.5589118143374256,0.058246421411260574
45110,89602,6.0,1.0,0.0,1.0,0.3073434329817868,-6.067280464720442,-0.5589118143374256,0.058246421411260574
18026,36022,43.0,1.0,0.0,1.0,-0.37477782310952135,-6.067280464720442,-0.5589118143374256,0.058246421411260574
19836,39547,38.0,1.0,0.0,1.0,-0.37477782310952135,-6.067280464720442,-0.5589118143374256,0.058246421411260574
37028,73404,18.0,0.0,0.0,1.0,-0.799700234677283,0.0559143455251494,0.9797405895179709,0.058246421411260574
24646,49022,35.0,1.0,0.0,1.0,-0.37477782310952135,-6.067280464720442,-0.5589118143374256,0.058246421411260574
9294,18635,54.0,1.0,0.0,1.0,-0.37477782310952135,-6.067280464720442,-0.5589118143374256,0.058246421411260574
23948,47719,37.0,1.0,709.2198581560284,1.0,-0.37477782310952135,-6.067280464720442,-0.5589118143374256,0.058246421411260574
23101,46001,37.0,1.0,0.0,1.0,-0.37477782310952135,-6.067280464720442,-0.5589118143374256,0.058246421411260574
31089,61621,27.0,1.0,0.0,1.0,-0.5101014642557478,-6.067280464720442,-0.5589118143374256,0.058246421411260574
3550,7172,36.0,3.0,1590.678824721378,1.0,-0.37477782310952135,-6.067280464720442,-0.5589118143374256,0.21067106928159074
49597,94957,0.0,0.0,0.0,0.0,2.194536928692134,2.5185816411112585,0.9797405895179709,0.058246421411260574
5694,11348,32.0,1.0,0.0,1.0,-0.37477782310952135,-6.067280464720442,-0.5589118143374256,0.058246421411260574
41905,83259,10.0,1.0,2836.8794326241136,1.0,-1.925723440470128,-0.07779259348795886,-0.5589118143374256,-4.222405701947002
13648,27335,47.0,1.0,1013.1712259371834,1.0,-0.37477782310952135,-6.067280464720442,-0.5589118143374256,0.058246421411260574
13472,26973,43.0,2.0,0.0,1.0,-0.37477782310952135,-6.067280464720442,-0.5589118143374256,0.058246421411260574
6036,12125,57.0,2.0,0.0,1.0,-0.37477782310952135,-6.067280464720442,-0.5589118143374256,0.058246421411260574
40929,81337,12.0,1.0,0.0,1.0,-1.925723440470128,2.5185816411112585,-0.5589118143374256,0.058246421411260574
23626,47059,15.0,1.0,0.0,1.0,-0.37477782310952135,0.5691545598349159,-0.5589118143374256,0.058246421411260574
31058,61564,26.0,1.0,0.0,1.0,-0.5101014642557478,0.0559143455251494,-0.5589118143374256,0.058246421411260574
31264,61963,27.0,1.0,2026.3424518743668,1.0,-0.5101014642557478,-6.067280464720442,-0.5589118143374256,0.46290754060618555
10824,21603,50.0,1.0,2026.3424518743668,1.0,-0.37477782310952135,-6.067280464720442,-0.5589118143374256,0.46290754060618555
42480,84454,9.0,1.0,1925.0253292806483,1.0,-0.7329563736282698,-2.0598720886909025,-0.5589118143374256,0.21067106928159074
32175,63751,26.0,1.0,0.0,1.0,-0.5101014642557478,0.0559143455251494,-0.5589118143374256,0.058246421411260574
41746,82953,10.0,1.0,0.0,1.0,-1.925723440470128,-0.07779259348795886,-0.5589118143374256,0.058246421411260574
25347,50360,26.0,9.0,3039.51367781155,1.0,-0.37477782310952135,0.0559143455251494,-0.5589118143374256,-4.222405701947002
43889,87221,8.0,1.0,0.0,1.0,-0.7329563736282698,-2.0598720886909025,-0.5589118143374256,0.058246421411260574
42799,85106,9.0,0.0,0.0,1.0,-0.7329563736282698,-2.0598720886909025,0.9797405895179709,0.058246421411260574
2219,4517,61.0,1.0,0.0,1.0,-0.37477782310952135,-6.067280464720442,-0.5589118143374256,0.058246421411260574
20919,41681,39.0,1.0,0.0,1.0,-0.37477782310952135,-6.067280464720442,-0.5589118143374256,0.058246421411260574
9040,18141,52.0,1.0,0.0,1.0,-0.37477782310952135,-6.067280464720442,-0.5589118143374256,0.058246421411260574
39031,77518,6.0,0.0,0.0,1.0,-0.799700234677283,-6.067280464720442,0.9797405895179709,0.058246421411260574
40223,79901,13.0,1.0,0.0,1.0,-1.925723440470128,0.5691545598349159,-0.5589118143374256,0.058246421411260574
44389,88181,7.0,0.0,0.0,1.0,-0.7329563736282698,-6.067280464720442,0.9797405895179709,0.058246421411260574
2991,6001,58.0,3.0,911.854103343465,1.0,-0.37477782310952135,-6.067280464720442,-0.5589118143374256,0.058246421411260574
8547,17109,15.0,1.0,0.0,1.0,-0.37477782310952135,0.5691545598349159,-0.5589118143374256,0.058246421411260574
42712,84899,9.0,0.0,3039.51367781155,1.0,-0.7329563736282698,-2.0598720886909025,0.9797405895179709,-4.222405701947002
316,639,62.0,1.0,0.0,1.0,-0.37477782310952135,-6.067280464720442,-0.5589118143374256,0.058246421411260574
42212,83879,10.0,0.0,0.0,1.0,-1.925723440470128,-0.07779259348795886,0.9797405895179709,0.058246421411260574
45595,90588,1.0,0.0,0.0,1.0,0.3073434329817868,-6.067280464720442,0.9797405895179709,0.058246421411260574
9515,19035,52.0,1.0,0.0,1.0,-0.37477782310952135,-6.067280464720442,-0.5589118143374256,0.058246421411260574
32650,64715,21.0,1.0,1317.1225937183383,1.0,-0.5101014642557478,-0.07779259348795886,-0.5589118143374256,0.21067106928159074
27745,55070,30.0,1.0,0.0,1.0,-0.37477782310952135,-6.067280464720442,-0.5589118143374256,0.058246421411260574
36745,72852,17.0,1.0,0.0,1.0,-0.799700234677283,0.5691545598349159,-0.5589118143374256,0.058246421411260574
14685,29365,47.0,1.0,0.0,1.0,-0.37477782310952135,-6.067280464720442,-0.5589118143374256,0.058246421411260574
18585,37094,40.0,5.0,0.0,1.0,-0.37477782310952135,-2.0598720886909025,-0.5589118143374256,0.058246421411260574
34487,68325,19.0,0.0,0.0,1.0,-0.6413575430431178,0.22549240655146807,0.9797405895179709,0.058246421411260574
7690,15378,56.0,1.0,506.5856129685917,1.0,-0.37477782310952135,-6.067280464720442,-0.5589118143374256,0.058246421411260574
27636,54820,23.0,1.0,0.0,1.0,-0.37477782310952135,0.22549240655146807,-0.5589118143374256,0.058246421411260574
715,1463,63.0,1.0,0.0,1.0,-0.37477782310952135,-6.067280464720442,-0.5589118143374256,0.058246421411260574
43870,87180,8.0,0.0,0.0,1.0,-0.7329563736282698,-2.0598720886909025,0.9797405895179709,0.058246421411260574
25177,50055,31.0,1.0,2026.3424518743668,1.0,-0.37477782310952135,-6.067280464720442,-0.5589118143374256,0.46290754060618555
9546,19099,23.0,1.0,0.0,1.0,-0.37477782310952135,0.22549240655146807,-0.5589118143374256,0.058246421411260574
21841,43446,39.0,1.0,0.0,1.0,-0.37477782310952135,-6.067280464720442,-0.5589118143374256,0.058246421411260574
112,246,58.0,1.0,1215.80547112462,1.0,-0.37477782310952135,-6.067280464720442,-0.5589118143374256,0.058246421411260574
32949,65361,23.0,1.0,1519.756838905775,1.0,-0.5101014642557478,0.22549240655146807,-0.5589118143374256,0.21067106928159074
49772,97329,0.0,0.0,1519.756838905775,0.0,2.194536928692134,2.5185816411112585,0.9797405895179709,0.21067106928159074
20233,40312,37.0,1.0,1519.756838905775,1.0,-0.37477782310952135,-6.067280464720442,-0.5589118143374256,0.21067106928159074
48279,96248,3.0,0.0,0.0,1.0,2.194536928692134,-2.0598720886909025,0.9797405895179709,0.058246421411260574
23169,46153,35.0,1.0,1013.1712259371834,1.0,-0.37477782310952135,-6.067280464720442,-0.5589118143374256,0.058246421411260574
17180,34352,38.0,5.0,0.0,1.0,-0.37477782310952135,-6.067280464720442,-0.5589118143374256,0.058246421411260574
21880,43511,6.0,0.0,0.0,1.0,-0.37477782310952135,-6.067280464720442,0.9797405895179709,0.058246421411260574
44440,88276,7.0,1.0,0.0,1.0,-0.7329563736282698,-6.067280464720442,-0.5589118143374256,0.058246421411260574
42401,84281,10.0,1.0,0.0,1.0,-0.7329563736282698,-0.07779259348795886,-0.5589118143374256,0.058246421411260574
36454,72197,20.0,1.0,0.0,1.0,-0.799700234677283,0.22549240655146807,-0.5589118143374256,0.058246421411260574
35850,70979,16.0,1.0,0.0,1.0,-0.6413575430431178,0.5691545598349159,-0.5589118143374256,0.058246421411260574
38756,76993,15.0,1.0,0.0,1.0,-0.799700234677283,0.5691545598349159,-0.5589118143374256,0.058246421411260574
48192,96012,3.0,0.0,0.0,1.0,2.194536928692134,-2.0598720886909025,0.9797405895179709,0.058246421411260574
17331,34633,44.0,1.0,709.2198581560284,1.0,-0.37477782310952135,-6.067280464720442,-0.5589118143374256,0.058246421411260574
8070,16110,55.0,1.0,1114.4883485309017,1.0,-0.37477782310952135,-6.067280464720442,-0.5589118143374256,0.058246421411260574
19082,38089,42.0,1.0,0.0,1.0,-0.37477782310952135,-6.067280464720442,-0.5589118143374256,0.058246421411260574
34312,67994,23.0,1.0,3039.51367781155,1.0,-0.6413575430431178,0.22549240655146807,-0.5589118143374256,-4.222405701947002
30254,60006,25.0,1.0,0.0,1.0,-0.5101014642557478,2.5185816411112585,-0.5589118143374256,0.058246421411260574
47764,95025,3.0,0.0,3546.099290780142,1.0,2.194536928692134,-2.0598720886909025,0.9797405895179709,-4.222405701947002
25102,49917,16.0,1.0,911.854103343465,1.0,-0.37477782310952135,0.5691545598349159,-0.5589118143374256,0.058246421411260574
47325,94088,4.0,0.0,14184.397163120568,1.0,2.194536928692134,-6.067280464720442,0.9797405895179709,-4.222405701947002
36909,73174,15.0,1.0,3546.099290780142,1.0,-0.799700234677283,0.5691545598349159,-0.5589118143374256,-4.222405701947002
21488,42747,39.0,1.0,0.0,1.0,-0.37477782310952135,-6.067280464720442,-0.5589118143374256,0.058246421411260574
12167,24315,49.0,1.0,0.0,1.0,-0.37477782310952135,-6.067280464720442,-0.5589118143374256,0.058246421411260574
41656,82781,11.0,0.0,607.90273556231,1.0,-1.925723440470128,-0.07779259348795886,0.9797405895179709,0.058246421411260574
41017,81520,11.0,1.0,0.0,1.0,-1.925723440470128,-0.07779259348795886,-0.5589118143374256,0.058246421411260574
13764,27559,28.0,1.0,0.0,1.0,-0.37477782310952135,-2.0598720886909025,-0.5589118143374256,0.058246421411260574
13431,26881,47.0,1.0,607.90273556231,1.0,-0.37477782310952135,-6.067280464720442,-0.5589118143374256,0.058246421411260574
46568,92535,5.0,1.0,5065.856129685917,1.0,0.3073434329817868,-2.0598720886909025,-0.5589118143374256,-4.222405701947002
41834,83116,10.0,0.0,1519.756838905775,1.0,-1.925723440470128,-0.07779259348795886,0.9797405895179709,0.21067106928159074
10224,20443,52.0,1.0,0.0,1.0,-0.37477782310952135,-6.067280464720442,-0.5589118143374256,0.058246421411260574
35092,69487,21.0,1.0,0.0,1.0,-0.6413575430431178,-0.07779259348795886,-0.5589118143374256,0.058246421411260574
26838,53269,33.0,1.0,0.0,1.0,-0.37477782310952135,-6.067280464720442,-0.5589118143374256,0.058246421411260574
36807,72963,18.0,1.0,0.0,1.0,-0.799700234677283,0.0559143455251494,-0.5589118143374256,0.058246421411260574
48186,95990,3.0,0.0,0.0,1.0,2.194536928692134,-2.0598720886909025,0.9797405895179709,0.058246421411260574
45150,89684,6.0,0.0,0.0,1.0,0.3073434329817868,-6.067280464720442,0.9797405895179709,0.058246421411260574
43622,86700,8.0,1.0,0.0,1.0,-0.7329563736282698,-2.0598720886909025,-0.5589118143374256,0.058246421411260574
5116,10202,59.0,1.0,1013.1712259371834,1.0,-0.37477782310952135,-6.067280464720442,-0.5589118143374256,0.058246421411260574
19209,38323,23.0,1.0,0.0,1.0,-0.37477782310952135,0.22549240655146807,-0.5589118143374256,0.058246421411260574
19296,38469,7.0,1.0,0.0,1.0,-0.37477782310952135,-6.067280464720442,-0.5589118143374256,0.058246421411260574
1398,2836,60.0,1.0,8611.955420466058,1.0,-0.37477782310952135,-6.067280464720442,-0.5589118143374256,-4.222405701947002
599,1202,62.0,1.0,2026.3424518743668,1.0,-0.37477782310952135,-6.067280464720442,-0.5589118143374256,0.46290754060618555
16299,32628,43.0,1.0,0.0,1.0,-0.37477782310952135,-6.067280464720442,-0.5589118143374256,0.058246421411260574
20434,40705,33.0,1.0,0.0,1.0,-0.37477782310952135,-6.067280464720442,-0.5589118143374256,0.058246421411260574
44509,88418,7.0,1.0,0.0,1.0,-0.7329563736282698,-6.067280464720442,-0.5589118143374256,0.058246421411260574
8282,16562,55.0,1.0,0.0,1.0,-0.37477782310952135,-6.067280464720442,-0.5589118143374256,0.058246421411260574
44757,88897,7.0,1.0,20263.424518743668,1.0,-0.7329563736282698,-6.067280464720442,-0.5589118143374256,-4.222405701947002
25835,51307,33.0,1.0,0.0,1.0,-0.37477782310952135,-6.067280464720442,-0.5589118143374256,0.058246421411260574
13788,27602,43.0,1.0,0.0,1.0,-0.37477782310952135,-6.067280464720442,-0.5589118143374256,0.058246421411260574
25118,49946,35.0,1.0,2532.9280648429585,1.0,-0.37477782310952135,-6.067280464720442,-0.5589118143374256,0.46290754060618555
29920,59364,17.0,1.0,2026.3424518743668,1.0,-0.5101014642557478,0.5691545598349159,-0.5589118143374256,0.46290754060618555
8998,18044,53.0,3.0,0.0,1.0,-0.37477782310952135,-6.067280464720442,-0.5589118143374256,0.058246421411260574
34258,67894,9.0,1.0,2228.9766970618034,1.0,-0.6413575430431178,-2.0598720886909025,-0.5589118143374256,0.46290754060618555
19611,39075,37.0,1.0,0.0,1.0,-0.37477782310952135,-6.067280464720442,-0.5589118143374256,0.058246421411260574
41964,83388,10.0,1.0,0.0,1.0,-1.925723440470128,-0.07779259348795886,-0.5589118143374256,0.058246421411260574
36762,72876,20.0,1.0,0.0,1.0,-0.799700234677283,0.22549240655146807,-0.5589118143374256,0.058246421411260574
38677,76826,16.0,1.0,0.0,1.0,-0.799700234677283,0.5691545598349159,-0.5589118143374256,0.058246421411260574
5070,10125,60.0,1.0,2026.3424518743668,1.0,-0.37477782310952135,-6.067280464720442,-0.5589118143374256,0.46290754060618555
29111,57820,11.0,0.0,0.0,1.0,-0.5101014642557478,-0.07779259348795886,0.9797405895179709,0.058246421411260574
19754,39380,39.0,1.0,0.0,1.0,-0.37477782310952135,-6.067280464720442,-0.5589118143374256,0.058246421411260574
15615,31264,27.0,1.0,0.0,1.0,-0.37477782310952135,-6.067280464720442,-0.5589118143374256,0.058246421411260574
41857,83163,10.0,1.0,0.0,1.0,-1.925723440470128,-0.07779259348795886,-0.5589118143374256,0.058246421411260574
17959,35870,43.0,1.0,0.0,1.0,-0.37477782310952135,-6.067280464720442,-0.5589118143374256,0.058246421411260574
45904,91196,6.0,1.0,0.0,1.0,0.3073434329817868,-6.067280464720442,-0.5589118143374256,0.058246421411260574
498,1006,62.0,1.0,0.0,1.0,-0.37477782310952135,-6.067280464720442,-0.5589118143374256,0.058246421411260574
39850,79164,13.0,0.0,0.0,1.0,-1.925723440470128,0.5691545598349159,0.9797405895179709,0.058246421411260574
1512,3083,64.0,1.0,0.0,1.0,-0.37477782310952135,-6.067280464720442,-0.5589118143374256,0.058246421411260574
35521,70352,20.0,1.0,0.0,1.0,-0.6413575430431178,0.22549240655146807,-0.5589118143374256,0.058246421411260574
37589,74540,17.0,1.0,7092.198581560284,1.0,-0.799700234677283,0.5691545598349159,-0.5589118143374256,-4.222405701947002
35233,69772,21.0,1.0,2026.3424518743668,1.0,-0.6413575430431178,-0.07779259348795886,-0.5589118143374256,0.46290754060618555
10034,20065,52.0,1.0,0.0,1.0,-0.37477782310952135,-6.067280464720442,-0.5589118143374256,0.058246421411260574
27409,54367,28.0,1.0,4559.270516717325,1.0,-0.37477782310952135,-2.0598720886909025,-0.5589118143374256,-4.222405701947002
23117,46041,36.0,1.0,1519.756838905775,1.0,-0.37477782310952135,-6.067280464720442,-0.5589118143374256,0.21067106928159074
9182,18396,38.0,1.0,0.0,1.0,-0.37477782310952135,-6.067280464720442,-0.5589118143374256,0.058246421411260574
